,customer_id,show_id,customer_name,age,gender,country,subscription_type,watch_time_minutes,rating
8784,c13784,s13920,Lisa Pena,53,Male,Japan,Basic,3164,5
8785,c13785,s20351,Elizabeth Tucker,31,Female,USA,Standard,4161,1
8787,c13787,s7906,Heather Swanson,47,Female,Brazil,Standard,1610,5
8788,c13788,s6613,Tony Watson,59,Male,UK,Premium,2280,1
8791,c13791,s18753,Bryan Mcdaniel,71,Other,India,Premium,208,4
8792,c13792,s13978,Robert Chang Jr.,67,Male,South Korea,Premium,4282,1
8793,c13793,s12702,Robert Marquez,21,Female,France,Basic,358,5
8794,c13794,s3347,Jasmine Miller,74,Male,Germany,Standard,3479,2
8796,c13796,s4140,Cynthia Wu,74,Female,Japan,Basic,1840,3
8797,c13797,s7505,Ana Fuller,49,Male,Brazil,Premium,2266,5
8798,c13798,s20165,Sandra Brown,28,Other,Brazil,Standard,2127,5
8799,c13799,s18370,Tina Hays,19,Female,UK,Standard,2083,3
8800,c13800,s9676,Carrie Garcia,20,Male,France,Premium,1927,4
8801,c13801,s6057,Gabriela Randolph,41,Male,Brazil,Premium,4452,3
8802,c13802,s9727,William Macdonald,18,Other,South Korea,Standard,849,4
8803,c13803,s10923,Alexandra Parker,76,Male,USA,Standard,1588,2
8805,c13805,s1298,Kim Hart,28,Other,Australia,Standard,2999,1
8806,c13806,s10337,Vanessa Martin,65,Other,UK,Premium,4727,4
8808,c13808,s19639,Kenneth Gallegos,36,Male,France,Premium,3872,1
8809,c13809,s10981,Craig Mckinney,19,Male,USA,Basic,2328,2
8810,c13810,s11190,Jill Wise,77,Male,India,Premium,4220,4
8811,c13811,s10204,Christopher Hess,36,Other,Australia,Basic,3837,3
8815,c13815,s9153,Ian Sutton,62,Other,South Korea,Standard,4166,4
8816,c13816,s14609,Lee Dunn,15,Other,Japan,Premium,1786,5
8817,c13817,s19564,Bradley Porter,37,Other,Brazil,Basic,181,3
8818,c13818,s7680,Jay Hays,35,Male,France,Standard,3400,4
8819,c13819,s13083,Pamela Watson,21,Other,UK,Standard,2747,4
8820,c13820,s18904,Aaron Haney,57,Other,France,Standard,1090,5
8822,c13822,s13921,Tara Griffith,80,Male,India,Basic,162,2
8823,c13823,s9875,Jessica Green,25,Male,India,Premium,201,2
8825,c13825,s9485,Grace Fry,46,Male,Australia,Premium,3981,5
8826,c13826,s10484,John Ferguson,47,Male,India,Standard,699,2
8827,c13827,s11947,Aaron Moore,57,Female,Japan,Basic,4137,1
8828,c13828,s3638,Edgar Garcia,28,Other,India,Standard,1014,1
8829,c13829,s6165,Diane Arnold,35,Female,France,Premium,967,3
8830,c13830,s16701,Shawn Parrish,37,Female,Japan,Premium,3663,5
8832,c13832,s19355,Angela Fernandez,68,Male,Germany,Premium,2697,2
8834,c13834,s4455,Joseph Phillips,48,Other,Australia,Basic,1408,2
8835,c13835,s17626,Stacy Gibbs,38,Female,Japan,Premium,980,3
8838,c13838,s17782,Jill Bowman,34,Other,South Korea,Basic,4790,1
8839,c13839,s7565,Jessica Hall,36,Male,USA,Standard,1829,3
8840,c13840,s13502,Nicole Willis,74,Other,Brazil,Premium,3471,3
8842,c13842,s17633,Darlene Morgan,53,Other,USA,Premium,2067,5
8843,c13843,s19202,Rick Gonzalez,45,Female,India,Basic,4839,2
8844,c13844,s10943,James Baker,13,Male,France,Basic,1542,4
8847,c13847,s10506,Julie Taylor,24,Female,Canada,Premium,593,2
8848,c13848,s10725,Jacob Hammond,54,Male,Germany,Standard,2418,5
8849,c13849,s1924,Joel Downs,18,Female,Australia,Basic,2903,1
8850,c13850,s9618,Christine Swanson,74,Male,USA,Standard,2885,3
8851,c13851,s18768,Andrea Holmes,34,Other,UK,Basic,1361,2
8853,c13853,s20725,Andrea Smith,32,Male,Australia,Premium,1769,3
8856,c13856,s19154,Charles Thompson,61,Male,UK,Basic,1686,4
8857,c13857,s3673,Pamela Franklin,30,Male,Australia,Standard,3171,2
8858,c13858,s7241,Cynthia Giles,16,Male,USA,Standard,3142,1
8859,c13859,s4886,Leonard Williams,44,Male,Australia,Premium,10,5
8860,c13860,s6792,Taylor Chavez,24,Female,Japan,Standard,1294,5
8861,c13861,s7471,Daniel Campbell,22,Female,France,Basic,827,1
8865,c13865,s10610,Christopher Hudson,51,Female,UK,Standard,493,4
8866,c13866,s10718,Mr. Ricky Espinoza,39,Male,South Korea,Standard,4528,4
8867,c13867,s17040,Terry Smith,48,Female,South Korea,Premium,1079,1
8869,c13869,s2020,Bradley Bean,39,Other,Japan,Basic,3817,2
8870,c13870,s2157,Melissa Gutierrez DDS,14,Other,Canada,Basic,1518,2
8871,c13871,s18621,Timothy Perez,72,Female,USA,Premium,51,2
8873,c13873,s8484,Timothy Armstrong,33,Female,Germany,Premium,2345,3
8874,c13874,s12197,Claudia Lee,29,Female,Japan,Basic,2323,5
8875,c13875,s9133,Carlos Holden,72,Male,India,Premium,4540,3
8876,c13876,s9518,Richard Anderson,42,Female,Germany,Premium,3034,4
8879,c13879,s20362,Tanya Salas,29,Other,Germany,Premium,698,5
8881,c13881,s2095,Kelly Meyers,57,Female,USA,Standard,3700,4
8883,c13883,s13300,Mr. Timothy Dixon,23,Other,UK,Basic,3172,1
8886,c13886,s19717,Vickie Jones,59,Female,Germany,Basic,633,1
8887,c13887,s7868,Courtney Henry,62,Other,Japan,Premium,2566,5
8888,c13888,s10778,Janice Potter,13,Other,UK,Standard,1064,1
8889,c13889,s19365,Jennifer Parker,33,Other,Canada,Standard,1731,4
8891,c13891,s8221,Steven Reid,40,Female,Canada,Standard,2646,4
8892,c13892,s16268,Andrew Campbell,34,Other,Germany,Basic,4961,5
8893,c13893,s7401,Patricia Robbins,48,Other,Brazil,Premium,3979,1
8894,c13894,s2460,Cynthia Murphy,23,Male,Japan,Standard,1183,3
8895,c13895,s13461,Rhonda Green,17,Female,Germany,Basic,2829,2
8896,c13896,s15727,Matthew Jenkins,47,Male,Japan,Premium,4238,2
8897,c13897,s2275,Brittany Wright,32,Female,Canada,Premium,2095,1
8899,c13899,s14996,Jennifer Ramsey,76,Male,Brazil,Standard,4417,1
8900,c13900,s18468,Andrea Romero,72,Female,South Korea,Premium,3564,2
8901,c13901,s15072,Mark Roberson MD,23,Other,Australia,Standard,2172,2
8902,c13902,s8076,Cindy Benson,39,Female,India,Standard,3749,1
8903,c13903,s4486,Jonathan Green,33,Other,France,Premium,551,5
8904,c13904,s3478,Pamela Hughes,73,Other,USA,Premium,3869,2
8905,c13905,s13709,Andrew Jenkins,80,Male,Japan,Basic,906,2
8906,c13906,s17748,Jennifer Navarro,13,Male,France,Standard,3627,2
8907,c13907,s18793,Janice Thompson,80,Male,Brazil,Premium,2152,5
8908,c13908,s14789,Jill Wright,78,Male,UK,Basic,2990,4
8910,c13910,s1664,Gregory Gonzalez,65,Other,France,Standard,353,4
8911,c13911,s14623,Andrew Moore,51,Other,France,Standard,2477,5
8912,c13912,s5428,Mark Carson,65,Female,Canada,Basic,4831,5
8913,c13913,s14467,Kyle Hanna,62,Female,Germany,Basic,1552,4
8914,c13914,s6622,Shane Morales,47,Female,Japan,Standard,2502,3
8915,c13915,s9013,Ryan Wilson,55,Male,Germany,Basic,3908,1
8916,c13916,s1532,Thomas Page,56,Male,India,Premium,2051,4
8917,c13917,s5496,Ronald Morse,42,Female,UK,Basic,2764,3
8918,c13918,s9339,Jessica Mcguire,23,Male,Germany,Premium,4107,4
8919,c13919,s19775,Nicole Chan,56,Other,India,Premium,3692,1
8920,c13920,s9954,Timothy Jones,36,Female,USA,Premium,129,1
8921,c13921,s14894,Barbara Baker,34,Male,Australia,Basic,628,2
8923,c13923,s7136,Stephanie Proctor,38,Male,UK,Standard,1549,5
8924,c13924,s2761,Pamela Stokes,20,Male,France,Basic,1887,2
8925,c13925,s15360,Lindsey Shelton,67,Female,South Korea,Standard,4037,4
8926,c13926,s2460,Jenna Burns,20,Other,Canada,Standard,2346,5
8927,c13927,s12310,Michael Matthews,59,Other,Brazil,Basic,2512,1
8928,c13928,s13495,Angela Salazar,30,Other,Japan,Standard,4356,3
8930,c13930,s3172,Kristin Lucas,77,Female,Brazil,Premium,3046,1
8931,c13931,s19384,Ashley Holland,59,Female,France,Standard,1689,2
8932,c13932,s9921,Sonia Wood,51,Female,UK,Standard,73,1
8934,c13934,s18243,Jessica Lewis,61,Male,Brazil,Basic,1078,4
8935,c13935,s16094,Tony Smith,59,Female,India,Standard,3708,1
8937,c13937,s13155,Gabriel Duncan,48,Other,Germany,Standard,2967,4
8938,c13938,s1827,Barbara Smith,54,Female,France,Basic,1436,4
8939,c13939,s10377,Cameron Blackburn,46,Other,Japan,Basic,2637,2
8940,c13940,s3972,Heidi Patterson,61,Male,UK,Standard,1357,2
8941,c13941,s8205,Lindsay Garcia,54,Male,USA,Premium,2182,5
8944,c13944,s19293,Kyle Clarke,72,Other,Germany,Standard,3782,5
8945,c13945,s14499,Brittany Lara,30,Male,France,Premium,3198,5
8946,c13946,s20182,Brian Roth,33,Other,UK,Premium,2393,5
8947,c13947,s12627,Michael Weaver DDS,50,Male,USA,Basic,3217,2
8948,c13948,s18969,Richard Woodward,20,Other,South Korea,Premium,2814,5
8949,c13949,s14243,Whitney Mathis,52,Female,France,Standard,3854,2
8951,c13951,s8503,Diamond Gaines,27,Female,Brazil,Standard,4163,3
8953,c13953,s10647,Anna Garcia,68,Male,South Korea,Standard,854,4
8954,c13954,s7726,Christine Haas,16,Female,India,Standard,3120,1
8956,c13956,s16779,Robert Owens,52,Male,USA,Standard,1350,5
8957,c13957,s7006,Bobby Gordon,78,Other,Australia,Basic,1681,2
8958,c13958,s15047,Sonia Reyes,71,Female,UK,Standard,4344,3
8959,c13959,s13314,Daniel Scott,16,Other,UK,Standard,2762,4
8961,c13961,s10325,Mrs. Jessica Collins,13,Female,South Korea,Standard,4168,2
8962,c13962,s6981,David Rocha,56,Female,Germany,Standard,2210,1
8963,c13963,s9292,Patricia Hicks,59,Male,Japan,Basic,4533,5
8966,c13966,s5433,Kayla Watson,28,Male,Australia,Standard,2416,4
8968,c13968,s8029,Brian Scott,60,Female,India,Premium,1123,2
8969,c13969,s5730,Lucas West,64,Female,South Korea,Standard,2898,2
8970,c13970,s8716,Nathaniel Ford,60,Other,Canada,Premium,215,4
8971,c13971,s6731,Kristi Carpenter,78,Female,Canada,Premium,1060,1
8972,c13972,s8336,Tanya Gibson,40,Female,South Korea,Basic,2332,1
8973,c13973,s14690,Kristine Simon,51,Other,USA,Standard,4743,3
8974,c13974,s18030,Michael Townsend,50,Other,UK,Standard,2610,5
8975,c13975,s11403,Kenneth Walker,80,Male,USA,Basic,3105,2
8976,c13976,s14746,Dr. Cynthia Molina,49,Female,Canada,Premium,887,1
8977,c13977,s6876,Brian White,35,Male,Australia,Basic,1034,2
8979,c13979,s17746,Mary Davidson,16,Female,South Korea,Basic,4572,2
8980,c13980,s1965,Jason Hoffman,25,Female,UK,Basic,3936,2
8981,c13981,s19983,Brandon Ross,37,Female,France,Standard,2731,4
8982,c13982,s8568,Desiree Jones,40,Other,India,Standard,3368,3
8983,c13983,s20553,Tammy Herring MD,27,Male,Australia,Standard,1222,3
8984,c13984,s10578,Katherine Smith,64,Male,France,Basic,1012,4
8986,c13986,s2166,Raymond Alvarado,62,Female,Japan,Premium,1479,2
8989,c13989,s10229,Gina Travis,64,Other,Germany,Standard,4887,4
8990,c13990,s17923,Jerry Williams,65,Male,Australia,Basic,3742,3
8991,c13991,s10882,Shawn Lopez,22,Male,USA,Basic,1664,2
8994,c13994,s15752,Jeffrey Summers,16,Other,South Korea,Basic,114,1
8995,c13995,s8319,Elizabeth Watson,27,Female,South Korea,Basic,3404,4
8996,c13996,s15975,Jonathan Vaughn,74,Other,France,Standard,2935,5
8998,c13998,s15734,Edward Elliott DDS,38,Other,Canada,Basic,2910,5
8999,c13999,s6489,Whitney Mack,56,Male,Japan,Standard,3842,1
9001,c14001,s13437,Kenneth Patel,61,Female,Brazil,Basic,2186,4
9002,c14002,s5708,Thomas Bradford,23,Other,South Korea,Premium,2609,5
9003,c14003,s7619,Michael Michael,67,Male,Germany,Premium,1364,1
9004,c14004,s15918,Mr. Kenneth Smith,71,Other,UK,Standard,4211,2
9005,c14005,s8669,Charles Burnett,13,Other,South Korea,Standard,4782,3
9007,c14007,s7786,Stephanie Taylor,25,Other,South Korea,Basic,3717,5
9008,c14008,s2496,Holly Carey,53,Male,India,Basic,1356,4
9010,c14010,s19040,Nicole Smith,24,Female,Germany,Basic,37,3
9011,c14011,s8282,Chad Brown,22,Male,Germany,Basic,2825,1
9012,c14012,s3200,Caitlin Wilkins,40,Other,Germany,Basic,409,1
9015,c14015,s12045,Renee Bowman,36,Male,USA,Basic,4085,3
9016,c14016,s14001,Susan Brown,26,Other,Japan,Basic,2199,3
9017,c14017,s1971,Michelle Smith,22,Other,South Korea,Standard,2433,2
9018,c14018,s6744,Tammy Reyes,28,Male,South Korea,Standard,4596,2
9019,c14019,s20623,Lindsay Mayo,47,Female,India,Premium,3276,2
9020,c14020,s5355,Richard Freeman,28,Female,Brazil,Basic,4762,3
9022,c14022,s3758,Ryan Moody,77,Female,South Korea,Basic,3726,2
9025,c14025,s13061,Steven Richard,71,Male,Canada,Basic,3630,1
9026,c14026,s1824,Hannah Martin,29,Female,UK,Basic,128,3
9027,c14027,s17591,Katherine Snyder,18,Female,Australia,Basic,1717,4
9028,c14028,s15209,Paula Sullivan,18,Other,India,Basic,2149,3
9029,c14029,s7080,Michael Brown,64,Female,USA,Basic,743,1
9030,c14030,s6189,Cynthia Bond,60,Male,Germany,Basic,1349,3
9032,c14032,s9178,David Castro,61,Female,Australia,Standard,1694,4
9033,c14033,s11629,Richard Brown,61,Female,Brazil,Standard,1091,5
9034,c14034,s10792,Theresa Johnson,36,Female,South Korea,Basic,1432,2
9035,c14035,s13265,David Ortega,37,Female,Brazil,Basic,3708,5
9036,c14036,s16721,Carl Cannon,26,Male,South Korea,Premium,1433,5
9037,c14037,s16410,Drew Bush,79,Male,Australia,Basic,2672,2
9039,c14039,s12027,Patricia Lee,21,Female,Australia,Standard,1721,5
9042,c14042,s4853,Ashley Mckinney,18,Other,India,Standard,1553,4
9043,c14043,s14060,Alvin Maxwell,59,Female,Germany,Premium,1705,3
9044,c14044,s13078,Sharon Walters,15,Other,Australia,Premium,4643,1
9046,c14046,s19825,Robert Barr,79,Male,Japan,Premium,3261,1
9047,c14047,s5730,Stephanie Parsons,42,Other,France,Standard,1489,1
9048,c14048,s18184,Pamela Cummings,18,Other,South Korea,Basic,225,2
9049,c14049,s15375,Edward Hernandez,26,Other,Canada,Basic,4712,1
9050,c14050,s10086,Michael Smith,26,Male,UK,Premium,4955,3
9051,c14051,s1642,Robert Knapp,54,Other,India,Standard,725,4
9053,c14053,s16357,Dawn Schneider,15,Female,France,Standard,2816,5
9054,c14054,s17112,Molly Johns,31,Other,UK,Standard,3603,5
9057,c14057,s17422,Richard Cardenas,64,Male,South Korea,Standard,4568,3
9058,c14058,s19937,Alexis Combs,38,Female,South Korea,Standard,1426,2
9059,c14059,s5059,Steven Morris,38,Female,Canada,Basic,3563,3
9060,c14060,s16552,Lori Lee,53,Female,Canada,Premium,1830,3
9061,c14061,s3696,Casey Brown,79,Female,Germany,Standard,2080,2
9063,c14063,s10803,Kevin Scott,59,Male,Japan,Standard,3166,1
9064,c14064,s19821,James Noble,52,Male,Japan,Standard,2388,3
9065,c14065,s15507,Kenneth Miller,24,Male,France,Premium,3217,1
9066,c14066,s12156,Danny Terry,75,Other,India,Standard,2073,1
9067,c14067,s13544,Don Mack,33,Other,Australia,Standard,2877,5
9068,c14068,s5686,Anna Bird,51,Female,UK,Premium,4883,4
9069,c14069,s11545,Paula Gutierrez,34,Male,South Korea,Standard,4569,2
9070,c14070,s3318,Sharon Kennedy,23,Other,Canada,Basic,4967,1
9071,c14071,s7346,Paul Smith,52,Other,South Korea,Basic,859,3
9072,c14072,s12589,Miguel Brock,62,Other,Canada,Basic,3599,1
9073,c14073,s19840,Jose Garcia,75,Female,UK,Standard,635,4
9074,c14074,s7867,Matthew Ferguson,17,Male,South Korea,Basic,2469,1
9075,c14075,s15944,Mary Davis,54,Other,UK,Basic,4061,4
9076,c14076,s2826,Tara Baker,18,Other,South Korea,Premium,2619,2
9078,c14078,s8682,Samuel Blackwell,39,Other,South Korea,Premium,4482,5
9079,c14079,s12630,Victoria Daniels,66,Male,UK,Standard,4951,4
9080,c14080,s5628,Melissa Davis,40,Female,France,Basic,998,3
9081,c14081,s15339,Michael Petersen,44,Male,Japan,Standard,939,1
9083,c14083,s7114,Bethany Allen,59,Other,India,Premium,3191,2
9084,c14084,s16425,Michael Harper,72,Male,Australia,Standard,4282,3
9085,c14085,s5368,Mark Mccullough,27,Female,Canada,Premium,2625,3
9087,c14087,s9173,Sara Klein,17,Other,Japan,Basic,161,3
9088,c14088,s16330,Jacqueline Mitchell,63,Female,Australia,Basic,3166,3
9090,c14090,s6532,Kathryn Mcgrath,80,Female,France,Premium,3238,1
9091,c14091,s9065,Cody Harmon,38,Female,France,Standard,4185,5
9092,c14092,s3057,Andrew Lopez,61,Male,Japan,Standard,4042,4
9093,c14093,s18094,William Morrow,45,Female,USA,Standard,1906,4
9097,c14097,s10763,Donald Hardy,73,Male,UK,Standard,4886,2
9098,c14098,s11981,Jose Miller,14,Other,France,Premium,2224,1
9099,c14099,s14615,Christopher Martinez,47,Male,USA,Premium,4312,1
9100,c14100,s17748,Stephen Morris,73,Other,Germany,Standard,3919,1
9102,c14102,s4275,Robert Carroll,16,Male,India,Premium,1533,3
9105,c14105,s12617,Debra Schultz,28,Female,Brazil,Basic,1962,3
9106,c14106,s3880,Christopher Hall,33,Female,Canada,Standard,539,4
9107,c14107,s12001,Tina Douglas,75,Female,India,Standard,408,5
9108,c14108,s15875,Richard Beltran,21,Male,Japan,Basic,679,3
9109,c14109,s5683,Tamara Serrano,60,Female,Brazil,Premium,2286,5
9113,c14113,s8525,Cynthia Brooks,23,Male,Germany,Premium,386,5
9115,c14115,s6808,Amanda Holmes,55,Male,Japan,Premium,4013,4
9116,c14116,s13483,Ashley Dunn,73,Other,Germany,Basic,2656,3
9118,c14118,s12399,Jennifer Anderson,26,Male,France,Basic,3673,5
9119,c14119,s12827,Steven Mclaughlin,34,Female,USA,Standard,4243,5
9120,c14120,s19359,David Dickerson,48,Other,USA,Premium,3399,3
9121,c14121,s10874,Amber Peterson,31,Male,UK,Premium,2872,5
9122,c14122,s15924,Paul Leon,41,Male,South Korea,Basic,3944,4
9124,c14124,s6083,Ms. Kimberly Baker,26,Female,UK,Premium,4942,4
9126,c14126,s6068,Kristi Stewart,75,Female,Australia,Standard,2564,1
9128,c14128,s6845,Emily Ramos,73,Other,South Korea,Basic,1599,2
9130,c14130,s6959,Shawn Williams,27,Female,Australia,Premium,819,4
9131,c14131,s10984,Jennifer Hurst,65,Male,Germany,Standard,3390,2
9133,c14133,s19575,Samantha Perez,35,Other,Japan,Premium,350,1
9135,c14135,s6043,Anthony Carlson,19,Male,Canada,Standard,702,4
9136,c14136,s5972,Joseph Crosby,43,Male,Germany,Basic,2079,4
9138,c14138,s1438,Kathleen Farmer,54,Male,Germany,Standard,115,3
9139,c14139,s6313,Krista Erickson,57,Female,Germany,Basic,4001,3
9141,c14141,s14821,Hayley Smith,14,Female,Japan,Standard,4920,3
9142,c14142,s15122,Alexis Kennedy,30,Female,Australia,Standard,2535,1
9144,c14144,s20540,Lance Barron,20,Other,UK,Premium,1478,4
9145,c14145,s6348,Vanessa Mclaughlin,59,Male,Australia,Standard,3472,1
9147,c14147,s7249,Kayla Welch,58,Male,India,Premium,1856,2
9149,c14149,s9341,Alexander Bass,33,Female,France,Premium,296,5
9150,c14150,s10643,Noah Rodriguez,22,Female,UK,Standard,1044,4
9152,c14152,s2639,Jessica Smith,25,Female,Germany,Standard,204,4
9154,c14154,s9945,Angel Robbins,44,Other,Canada,Basic,2474,3
9158,c14158,s8190,Brittany Villanueva,21,Female,USA,Standard,3629,5
9160,c14160,s20551,Joseph Smith,44,Male,Japan,Basic,163,1
9162,c14162,s4944,Joshua Harris,66,Male,Germany,Premium,3734,5
9165,c14165,s3811,Julie Clarke,60,Female,France,Basic,4546,1
9166,c14166,s3228,Joshua Mora,20,Female,India,Basic,2097,4
9167,c14167,s16967,Jesse Hart,27,Male,Canada,Standard,495,1
9168,c14168,s16382,Elizabeth Lewis,20,Female,Australia,Standard,2465,5
9169,c14169,s17542,Kara Hobbs,30,Female,France,Standard,4882,2
9171,c14171,s3227,Jerry Dixon,25,Male,USA,Standard,1308,5
9175,c14175,s17550,Rachael Reed,43,Other,Brazil,Standard,2102,5
9176,c14176,s1518,Maria Brown,76,Female,USA,Standard,1793,5
9177,c14177,s9136,Alyssa Perez,52,Other,France,Standard,3056,4
9179,c14179,s8926,Justin Barry,40,Female,UK,Standard,2631,4
9180,c14180,s11508,Rose Little,20,Female,UK,Basic,1589,1
9181,c14181,s14297,Kimberly Duke,41,Female,South Korea,Basic,1034,5
9182,c14182,s8918,Deborah Brown,22,Male,France,Basic,1229,5
9183,c14183,s20094,Maria Thompson,72,Other,USA,Premium,4982,1
9184,c14184,s11632,Barbara Wilson,49,Male,South Korea,Basic,3704,5
9185,c14185,s11824,Sandra Petersen,37,Male,Japan,Basic,1828,1
9186,c14186,s17106,Stacey Cummings,33,Other,Japan,Standard,4300,3
9187,c14187,s3676,Shelly Brooks,26,Male,South Korea,Basic,1594,4
9188,c14188,s19089,Christie Robinson,80,Other,Brazil,Premium,3176,3
9189,c14189,s19633,Michele Nicholson,35,Male,Canada,Standard,4234,2
9190,c14190,s13670,Susan Dickson,80,Other,Germany,Basic,49,1
9191,c14191,s4161,Brenda Kirby,69,Other,Canada,Basic,971,3
9192,c14192,s10918,Joseph Michael,58,Male,Canada,Basic,4856,5
9193,c14193,s20961,Rebecca Bush,38,Female,Japan,Premium,2898,1
9196,c14196,s8118,Barbara Proctor,25,Male,UK,Basic,4445,2
9197,c14197,s5283,Sara Brown,14,Male,Germany,Premium,1004,1
9199,c14199,s13943,Luis Scott,31,Other,UK,Standard,1213,4
9201,c14201,s19023,Bradley Leach,75,Other,Brazil,Standard,4741,3
9203,c14203,s3901,Jennifer Lopez,19,Other,Brazil,Premium,343,2
9205,c14205,s11185,Scott Singh,77,Other,South Korea,Basic,36,2
9206,c14206,s3262,Stephanie Owen,20,Female,Japan,Standard,4685,3
9207,c14207,s5643,Mark Cox,27,Other,Japan,Standard,3729,1
9208,c14208,s4448,Ellen Williams,61,Other,France,Premium,2393,4
9211,c14211,s2618,Kelsey Evans,37,Male,Australia,Standard,1373,4
9212,c14212,s5321,Brian Schultz,55,Male,USA,Standard,2761,1
9213,c14213,s12680,Frank Jones,24,Female,South Korea,Premium,292,4
9214,c14214,s17258,Charles Dougherty,72,Female,Canada,Premium,2222,1
9215,c14215,s15601,Amy Smith,66,Female,Brazil,Standard,3321,2
9216,c14216,s5797,Daniel Young,25,Female,France,Premium,216,5
9217,c14217,s12281,James Koch,47,Male,India,Basic,3532,4
9218,c14218,s20217,Rhonda Hudson MD,59,Other,UK,Standard,935,2
9219,c14219,s11131,Robert Lambert,39,Female,Germany,Basic,3233,3
9220,c14220,s3393,Adrian Kelly,70,Other,Germany,Standard,3600,3
9221,c14221,s5880,Heather Wolf,69,Other,Brazil,Standard,4438,5
9222,c14222,s18689,Jessica Brown,33,Male,USA,Premium,68,5
9223,c14223,s3119,Donald Garrett,40,Male,India,Standard,2466,5
9225,c14225,s11951,Sarah Reed,57,Other,Australia,Standard,325,2
